release_year,release_month,budget,popularity,runtime,vote_average,vote_count,lang_en,lang_others,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western,revenue,ROI,ROI_category
2024,4,25600000,12.7502,99,7.7,181,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6206231,-75.75691015625,High Risk
2018,7,178000000,13.0888,147,7.428,8411,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791658205,344.7518005617978,No Risk
1982,6,28000000,10.9722,118,7.94,14033,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,41722424,49.008657142857146,Low Risk
2017,2,4500000,12.1296,104,7.616,17771,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,255407969,5575.732644444444,No Risk
2002,12,52000000,12.1147,141,7.978,15983,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,352114312,577.1429076923077,No Risk
2013,11,130000000,12.3014,146,7.427,17576,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,865011746,565.3936507692308,No Risk
2008,6,150000000,11.2442,114,6.218,11979,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,264770996,76.51399733333332,Low Risk
2004,5,175000000,12.4974,163,7.164,10385,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,497409852,184.23420114285713,No Risk
2019,7,9000000,12.6023,147,7.153,7339,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,48015416,433.5046222222222,No Risk
2014,4,200000000,13.0623,141,6.515,13460,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,708962323,254.48116149999998,No Risk
2024,10,0,12.8615,103,6.259,402,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,525704,inf,No Risk
2021,3,100000000,13.5267,107,7.84,6890,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,130423032,30.423032,Low Risk
2024,7,0,12.7114,98,6.689,460,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1699044,inf,No Risk
1975,6,7000000,12.1181,124,7.664,10692,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,470653000,6623.614285714285,No Risk
2017,6,217000000,11.7427,154,6.053,6329,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,605425157,178.99776820276497,No Risk
2019,10,185000000,10.7254,119,7.303,6185,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,491730089,165.80004810810811,No Risk
2011,11,13000000,12.4524,113,8.272,17520,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,426590315,3181.4639615384613,No Risk
2024,10,0,13.6519,99,8.5,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2160,inf,No Risk
1990,3,14000000,13.0045,120,7.465,8454,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,463406268,3210.0447714285715,No Risk
2012,12,60000000,11.1511,130,6.641,7144,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,218300000,263.8333333333333,No Risk
2019,5,55000000,11.6557,131,7.443,10890,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,326709727,494.0176854545455,No Risk
2024,9,30000000,12.1735,101,6.2,171,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2826064,-90.57978666666666,High Risk
2024,8,25000000,11.9908,131,7.0,1540,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,350993761,1303.975044,No Risk
2015,6,68000000,13.126,115,6.308,7594,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,215863606,217.44647941176473,No Risk
2011,5,80000000,11.3202,102,6.485,10654,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586764305,633.4553812500001,No Risk
2023,6,0,12.4134,84,5.6,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65452,inf,No Risk
2021,12,85000000,12.7493,109,7.849,4481,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,408402685,380.4737470588235,No Risk
2003,5,150000000,11.393,138,7.056,11193,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,738599701,392.3998006666667,No Risk
2011,6,200000000,11.7351,106,6.1,7945,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,559852396,179.926198,No Risk
2025,3,12000000,12.5169,88,4.7,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12605641,5.047008333333333,Low Risk
2023,11,175000000,13.0132,95,6.319,1579,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,254997360,45.71277714285714,Low Risk
2024,8,5000000,11.0222,123,8.342,262,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40392664,707.8532799999999,No Risk
2018,6,200000000,12.1402,118,7.454,13019,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1242805359,521.4026795,No Risk
2010,3,200000000,11.7032,108,6.638,14156,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1025467110,412.73355499999997,No Risk
2025,2,55000000,12.5604,102,5.9,24,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4644739,-91.55502,High Risk
2005,5,130000000,12.6748,144,6.978,4421,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,218100001,67.76923153846154,Low Risk
2024,7,10000000,12.1368,101,6.563,1953,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,126942386,1169.42386,No Risk
2024,7,14750000,13.6295,96,7.002,337,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6283415,-57.400576271186445,High Risk
2023,9,100000000,14.4373,103,6.129,1644,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37917985,-62.082015,High Risk
2021,9,14000000,12.0982,99,7.034,2635,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21753705,55.38360714285714,Low Risk
2022,8,3000000,12.5576,107,7.141,4077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17363261,478.7753666666666,No Risk
1988,5,35000000,10.6891,126,7.018,1976,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57300000,63.714285714285715,Low Risk
2012,6,185000000,11.5409,93,7.02,13538,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,539000000,191.35135135135135,No Risk
2006,6,35000000,11.9694,109,7.391,12245,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326706115,833.4460428571429,No Risk
2023,3,35000000,11.6212,123,6.999,2765,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,168961389,382.7468257142857,No Risk
2024,4,60000000,11.4046,120,7.078,1422,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29715044,-50.47492666666666,High Risk
2019,12,125000000,12.0407,123,6.895,8833,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,801693929,541.3551432,No Risk
2023,4,55000000,11.9499,123,7.756,2696,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000000,-63.63636363636363,High Risk
2008,5,12500000,12.1305,94,7.827,7294,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,20416563,63.332504,Low Risk
2015,9,108000000,11.2169,141,7.688,20075,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,631058917,484.31381203703705,No Risk
2023,3,151000000,11.0469,134,7.339,3905,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,208200000,37.88079470198675,Low Risk
2009,6,40000000,11.572,108,7.151,7015,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,317400000,693.5,No Risk
2013,10,170000000,10.6082,112,6.517,17511,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,644783140,279.2842,No Risk
1998,7,15000000,10.9322,128,7.2,4251,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,92108518,514.0567866666667,No Risk
2024,12,0,11.8582,83,7.074,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7125,inf,No Risk
2022,2,0,11.2719,88,7.0,29,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,434280,inf,No Risk
2017,11,300000000,10.1896,120,6.075,13101,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,661326987,120.442329,No Risk
2002,9,35000000,11.1855,150,8.378,9438,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,120098945,243.13984285714287,No Risk
2021,3,17000000,11.8308,91,7.927,7299,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61779301,263.4076529411765,No Risk
2000,10,9000000,12.1783,113,8.177,15195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40047236,344.9692888888889,No Risk
2024,9,19000000,12.0277,105,4.9,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,578924,-96.95303157894737,High Risk
2015,3,49000000,10.5602,120,6.787,8027,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104399548,113.06030204081632,No Risk
2020,1,90000000,11.2274,124,7.133,8376,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,426505244,373.89471555555554,No Risk
2017,9,35000000,11.5709,135,7.239,19281,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,703000000,1908.5714285714284,No Risk
2016,6,40000000,12.3149,134,7.29,8538,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322811702,707.0292549999999,No Risk
2020,10,15700000,11.4676,117,8.209,4050,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,507119058,3130.057694267516,No Risk
2015,12,245000000,11.4869,136,7.262,19657,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2068223624,744.1729077551021,No Risk
2012,6,95000000,10.7486,88,6.381,7701,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,877244782,823.4155599999999,No Risk
2005,9,40000000,10.7984,77,7.58,9487,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,118133252,195.33313,No Risk
2018,9,22000000,12.3425,96,5.893,6761,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,366082797,1564.0127136363637,No Risk
2021,3,17000000,11.8308,91,7.927,7299,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61779301,263.4076529411765,No Risk
2013,7,180000000,11.1756,131,6.908,12623,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,411000000,128.33333333333334,No Risk
2006,6,35000000,11.4264,92,6.473,1682,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99300000,183.71428571428572,No Risk
2010,6,200000000,11.0691,103,7.799,14889,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1067316101,433.65805049999994,No Risk
2023,9,30000000,11.802,87,7.05,471,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,202231360,574.1045333333333,No Risk
2019,11,150000000,10.6755,103,7.25,9863,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1453683476,869.1223173333333,No Risk
2000,7,19000000,11.6366,88,6.362,7121,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,1363.2619526315789,No Risk
2024,5,8800000,9.6488,116,6.823,1249,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5101673,-42.02644318181818,Medium Risk
2012,3,70000000,10.6188,86,6.502,3621,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349305397,399.00771000000003,No Risk
2023,8,60000000,10.7678,135,7.764,2898,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121700000,102.83333333333333,No Risk
1999,7,11000000,10.7882,95,6.586,7791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,235483004,2040.754581818182,No Risk
2018,11,23000000,10.8039,130,8.234,11914,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,321752656,1298.9245913043478,No Risk
2011,10,40000000,10.1138,109,6.969,11539,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,173900000,334.75,No Risk
2022,4,200000000,10.2083,142,6.647,4654,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,407200000,103.60000000000001,No Risk
2007,12,150000000,10.5118,101,7.208,15975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,585410052,290.273368,No Risk
2017,8,60000000,12.0945,95,5.762,5185,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,113231078,88.71846333333333,Low Risk
2023,9,80000000,10.3166,134,7.06,3291,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104272136,30.34017,Low Risk
2023,7,86000000,10.5103,107,7.64,896,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,40208268,-53.2462,High Risk
2022,6,0,11.2971,137,7.3,353,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,23068596,inf,No Risk
1999,3,16000000,11.6633,97,7.6,8297,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,53478166,234.2385375,No Risk
2010,9,37000000,10.5978,125,7.219,5157,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,154026136,316.28685405405406,No Risk
2005,6,110000000,12.9342,119,6.688,10570,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,487300000,343.0,No Risk
1990,12,54000000,11.7274,162,7.415,6351,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,136766062,153.27048518518518,No Risk
2014,6,210000000,10.9276,165,5.939,8280,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1104054072,425.74003428571433,No Risk
1968,12,5000000,10.9524,166,8.282,4472,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5380118,7.60236,Low Risk
2021,7,185000000,10.9438,132,7.5,8832,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168717425,-8.801391891891893,Medium Risk
2022,6,85000000,10.7556,87,7.3,3699,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,940203765,1006.1220764705884,No Risk
2012,11,165000000,10.6652,101,7.3,12462,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,471222889,185.5896296969697,No Risk
2010,10,130000000,10.5183,96,6.997,6972,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,321885765,147.6044346153846,No Risk
2010,12,13000000,11.6647,109,7.686,14725,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,329398046,2433.831123076923,No Risk
1999,7,65000000,10.6974,159,7.485,6367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,162100000,149.3846153846154,No Risk
2005,2,100000000,10.3505,121,7.103,7403,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,230900000,130.9,No Risk
1987,6,15000000,11.6782,107,7.531,8297,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,98267558,555.1170533333333,No Risk
1976,2,1900000,13.0094,114,8.134,12567,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28579636,1404.1913684210526,No Risk
2023,10,95000000,11.3331,91,7.3,885,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,207318137,118.22961789473685,No Risk
2005,6,132000000,11.0564,117,6.513,8531,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,603873119,357.4796356060606,No Risk
2001,12,58000000,10.009,135,7.855,10399,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,316800000,446.2068965517242,No Risk
1989,7,6900000,11.6788,103,7.824,4173,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4493017,-34.883811594202896,Medium Risk
2019,6,175000000,10.8065,100,7.478,9944,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1073841394,513.6236537142858,No Risk
2016,5,178000000,10.4949,144,6.513,13130,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,543934787,205.58134101123596,No Risk
1939,8,2777000,10.3458,102,7.6,5710,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33754967,1115.519157364062,No Risk
1974,6,500000,11.0456,95,6.0,774,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20200000,3940.0,No Risk
2023,10,200000000,9.1847,206,7.434,3551,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,156922344,-21.538828,Medium Risk
1986,7,18500000,10.6503,137,7.951,10028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,183316455,890.8997567567567,No Risk
2006,10,90000000,10.8535,151,8.159,15215,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,291465000,223.85000000000002,No Risk
2022,8,90000000,10.5037,126,7.44,6556,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,239300000,165.88888888888889,No Risk
2020,8,205000000,10.6875,150,7.182,10162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,365304105,78.1971243902439,Low Risk
1998,9,33000000,11.1477,97,7.043,5126,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244721064,641.5789818181819,No Risk
2022,2,120000000,10.4902,116,6.915,6201,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407141258,239.2843816666667,No Risk
2001,12,85000000,10.5135,116,7.444,11794,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,450717150,430.2554705882353,No Risk
2022,9,6200000,12.128,91,7.418,2288,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13000000,109.6774193548387,No Risk
1997,5,90000000,11.0059,126,7.553,10962,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,263920180,193.24464444444445,No Risk
2014,12,58800000,11.7209,133,7.421,13034,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,542300000,822.2789115646259,No Risk
2023,2,388369742,9.0345,125,6.294,5210,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,476071180,22.58194408976382,Low Risk
2022,1,24000000,9.9063,114,6.667,3433,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,137743924,473.9330166666667,No Risk
2002,5,3500000,10.9933,94,7.218,2973,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6500000,85.71428571428571,Low Risk
2020,1,90000000,11.2274,124,7.133,8376,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,426505244,373.89471555555554,No Risk
1997,4,68000000,11.0744,116,6.1,1133,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,118100000,73.6764705882353,Low Risk
2012,3,75000000,10.6269,142,7.215,22265,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,694394724,825.859632,No Risk
2024,9,30000000,12.6354,104,6.5,389,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5928351,-80.23883000000001,High Risk
1984,11,1800000,10.1283,91,7.332,5273,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57004513,3066.917388888889,No Risk
2017,6,34000000,10.0293,113,7.447,15975,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226945087,567.48555,No Risk
1995,4,19000000,9.7184,119,6.817,6506,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141407024,644.2474947368421,No Risk
2007,8,20000000,10.8801,113,7.254,7482,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170800000,754.0,No Risk
2024,7,30000000,10.8604,105,6.343,2088,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82677281,175.59093666666666,No Risk
2024,4,30000000,10.446,119,6.854,1046,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53992802,79.97600666666666,Low Risk
2019,1,129000000,10.6889,104,7.744,6544,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,524580592,306.65162170542635,No Risk
2023,4,15000000,10.3607,96,6.9,3225,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,147156372,881.04248,No Risk
2007,7,85000000,10.4602,115,6.072,2381,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187134117,120.15778470588234,No Risk
1996,5,80000000,10.3319,110,6.992,9090,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,457696391,472.12048875,No Risk
2019,6,200000000,9.1194,114,5.97,6639,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,252442974,26.221487,Low Risk
2014,2,30000000,10.2627,100,8.042,15074,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174600318,482.00106,No Risk
2019,5,183000000,10.6267,127,7.096,10180,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1054300000,476.1202185792349,No Risk
2017,6,175000000,11.7589,102,6.852,5975,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,383925276,119.38587199999999,No Risk
2025,3,0,8.6804,104,7.071,14,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,422256,inf,No Risk
1994,7,23000000,10.0978,101,6.959,10499,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,351583407,1428.6235086956522,No Risk
2018,5,110000000,10.4536,120,7.489,18292,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785896632,614.4514836363636,No Risk
1989,11,40000000,10.0751,108,7.768,13040,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,332000000,730.0,No Risk
2014,8,125000000,9.8087,101,5.9,6862,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,485004754,288.0038032,No Risk
2006,6,120000000,10.8613,117,6.993,14238,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,461983149,284.9859575,No Risk
1997,6,85000000,10.3967,93,7.499,7530,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,252712101,197.30835411764707,No Risk
2020,9,14000000,9.8831,105,7.17,5363,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,47990414,242.7886714285714,No Risk
1997,7,90000000,10.4718,98,7.204,13990,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,589400000,554.8888888888888,No Risk
2021,9,250000000,9.8378,163,7.366,6461,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,774153024,209.66120959999998,No Risk
2017,4,250000000,10.5518,136,6.862,10393,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1236000000,394.4,No Risk
1975,11,3000000,9.4353,133,8.413,10693,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108981275,3532.709166666667,No Risk
1996,12,14000000,10.8417,112,7.411,7236,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,173046663,1136.047592857143,No Risk
2019,1,170000000,9.7554,122,7.2,9365,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,405000000,138.23529411764704,No Risk
2022,8,14000000,9.9584,95,6.807,1267,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19238073,37.41480714285714,Low Risk
2022,12,12000000,13.0646,102,7.05,4180,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,181796517,1414.970975,No Risk
2023,9,13000000,8.3745,118,7.208,2057,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,125319714,863.9977999999999,No Risk
2021,5,55000000,9.2031,96,7.473,6738,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,297372261,440.6768381818182,No Risk
2012,6,50000000,9.869,107,6.441,12514,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,549368315,998.73663,No Risk
2007,2,60000000,11.7164,96,7.307,4893,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,137587063,129.3117716666667,No Risk
2015,9,30000000,10.7919,122,7.411,8834,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84997446,183.32482000000002,No Risk
2015,9,35000000,11.0653,121,7.22,6811,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194564672,455.89906285714284,No Risk
1982,6,15000000,10.4526,109,8.065,7212,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,19629760,30.865066666666667,Low Risk
1990,12,20000000,10.7448,105,7.715,13092,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,86024005,330.120025,No Risk
2023,11,274800000,9.9077,105,6.017,2891,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,207089999,-24.639738355167395,Medium Risk
2012,3,85000000,9.8906,106,5.9,3175,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,183018522,115.31590823529412,No Risk
